rms,peak,std,crest_factor,label,fault_type,severity_mil,load_hp,rpm,source_file,window_index
0.14307573437690735,0.42931604385375977,0.14226198196411133,3.0006209349434734,1,Ball,7.0,0,1796,B007_0.mat,19
0.1451089084148407,0.525802493095398,0.14427801966667175,3.623502504699585,1,Ball,7.0,0,1796,B007_0.mat,20
0.14488770067691803,0.525802493095398,0.14410853385925293,3.629034698175476,1,Ball,7.0,0,1796,B007_0.mat,21
0.1426835060119629,0.47236135601997375,0.14192216098308563,3.310553330392442,1,Ball,7.0,0,1796,B007_0.mat,22
0.13067640364170074,0.47236135601997375,0.12981079518795013,3.6147410156399222,1,Ball,7.0,0,1796,B007_0.mat,23
0.14063481986522675,0.4754476249217987,0.13983334600925446,3.3807248118028665,1,Ball,7.0,0,1796,B007_0.mat,24
0.15634112060070038,0.4754476249217987,0.1556393802165985,3.0410913206648003,1,Ball,7.0,0,1796,B007_0.mat,25
0.1375766396522522,0.3849712610244751,0.13677522540092468,2.7982313130888636,1,Ball,7.0,0,1796,B007_0.mat,26
0.13195183873176575,0.4096613824367523,0.1310834139585495,3.1046280701667213,1,Ball,7.0,0,1796,B007_0.mat,27
0.14034858345985413,0.4099862575531006,0.13957445323467255,2.9211998257921477,1,Ball,7.0,0,1796,B007_0.mat,28
0.13567662239074707,0.4099862575531006,0.13480064272880554,3.0217899762594693,1,Ball,7.0,0,1796,B007_0.mat,29
0.12783460319042206,0.4564427137374878,0.12689131498336792,3.5705724611791694,1,Ball,7.0,0,1796,B007_0.mat,30
0.13418705761432648,0.4655390679836273,0.13339576125144958,3.4693291309930627,1,Ball,7.0,0,1796,B007_0.mat,31
0.13389094173908234,0.4655390679836273,0.13306637108325958,3.477001968444128,1,Ball,7.0,0,1796,B007_0.mat,32
0.1280072033405304,0.39049404859542847,0.1271369755268097,3.0505630808652153,1,Ball,7.0,0,1796,B007_0.mat,33
0.123337522149086,0.39049404859542847,0.12244251370429993,3.1660604314996146,1,Ball,7.0,0,1796,B007_0.mat,34
0.12872588634490967,0.4369505047798157,0.12786468863487244,3.394426072227969,1,Ball,7.0,0,1796,B007_0.mat,35
0.14636936783790588,0.4369505047798157,0.14561916887760162,2.985259219427036,1,Ball,7.0,0,1796,B007_0.mat,36
0.13816054165363312,0.4163212478160858,0.13733649253845215,3.0133151103286666,1,Ball,7.0,0,1796,B007_0.mat,37
0.13649342954158783,0.5579646825790405,0.13566185534000397,4.087850121818763,1,Ball,7.0,0,1796,B007_0.mat,38
0.1486825793981552,0.5579646825790405,0.14793597161769867,3.75272398984197,1,Ball,7.0,0,1796,B007_0.mat,39
0.13394080102443695,0.4062502682209015,0.13307498395442963,3.0330583743991704,1,Ball,7.0,0,1796,B007_0.mat,40
0.12627415359020233,0.36726582050323486,0.1253761351108551,2.9084797645535847,1,Ball,7.0,0,1796,B007_0.mat,41
0.13318748772144318,0.47366082668304443,0.13237808644771576,3.55634628136908,1,Ball,7.0,0,1796,B007_0.mat,42
0.1347900927066803,0.47366082668304443,0.13400566577911377,3.514062622642365,1,Ball,7.0,0,1796,B007_0.mat,43
0.13380472362041473,0.38480880856513977,0.13303159177303314,2.8758985344701915,1,Ball,7.0,0,1796,B007_0.mat,44
0.14385350048542023,0.43061551451683044,0.14312812685966492,2.9934309075813834,1,Ball,7.0,0,1796,B007_0.mat,45
0.14341244101524353,0.44572198390960693,0.14264629781246185,3.1079729258790767,1,Ball,7.0,0,1796,B007_0.mat,46
0.1439359188079834,0.44572198390960693,0.14319875836372375,3.0966695985330728,1,Ball,7.0,0,1796,B007_0.mat,47
0.13824819028377533,0.4143720269203186,0.1374884992837906,2.9973052527469424,1,Ball,7.0,0,1796,B007_0.mat,48
0.13232421875,0.4819450378417969,0.1314965933561325,3.642152905904059,1,Ball,7.0,0,1796,B007_0.mat,49
0.133827343583107,0.4819450378417969,0.13303163647651672,3.60124489463925,1,Ball,7.0,0,1796,B007_0.mat,50
0.14196766912937164,0.5157315135002136,0.14123369753360748,3.6327391769054134,1,Ball,7.0,0,1796,B007_0.mat,51
0.1622794270515442,0.5157315135002136,0.16161730885505676,3.178046181642013,1,Ball,7.0,0,1796,B007_0.mat,52
0.1544358730316162,0.4280165731906891,0.15374864637851715,2.771484142826487,1,Ball,7.0,0,1796,B007_0.mat,53
0.1333702951669693,0.4280165731906891,0.13264884054660797,3.2092346549495554,1,Ball,7.0,0,1796,B007_0.mat,54
0.1366124004125595,0.5670610666275024,0.13589483499526978,4.150875505554541,1,Ball,7.0,0,1796,B007_0.mat,55
0.14274315536022186,0.5670610666275024,0.14197345077991486,3.9725972513111825,1,Ball,7.0,0,1796,B007_0.mat,56
0.1396424025297165,0.42460542917251587,0.13887083530426025,3.040662588730225,1,Ball,7.0,0,1796,B007_0.mat,57
0.13795913755893707,0.42460542917251587,0.13724255561828613,3.0777622757399565,1,Ball,7.0,0,1796,B007_0.mat,58
0.1400984674692154,0.4185953438282013,0.13935409486293793,2.987865259269746,1,Ball,7.0,0,1796,B007_0.mat,59
0.1392420083284378,0.3987782299518585,0.13855703175067902,2.863921849010094,1,Ball,7.0,0,1796,B007_0.mat,60
0.13680443167686462,0.5024118423461914,0.1362135410308838,3.672482215582755,1,Ball,7.0,0,1796,B007_0.mat,61
0.13695338368415833,0.5193051099777222,0.13630209863185883,3.7918384782324384,1,Ball,7.0,0,1796,B007_0.mat,62
0.1443687081336975,0.5193051099777222,0.1436976045370102,3.597075271303267,1,Ball,7.0,0,1796,B007_0.mat,63
0.14938843250274658,0.4618030786514282,0.14881345629692078,3.091290743966657,1,Ball,7.0,0,1796,B007_0.mat,64
0.14070959389209747,0.42168158292770386,0.140121728181839,2.9968218318579507,1,Ball,7.0,0,1796,B007_0.mat,65
0.13227199018001556,0.5920760631561279,0.13159313797950745,4.476201366217761,1,Ball,7.0,0,1796,B007_0.mat,66
0.1348843276500702,0.5920760631561279,0.13417130708694458,4.389509689310594,1,Ball,7.0,0,1796,B007_0.mat,67
0.14253723621368408,0.41778314113616943,0.14187747240066528,2.931045614704158,1,Ball,7.0,0,1796,B007_0.mat,68
0.13554620742797852,0.49542713165283203,0.13490447402000427,3.6550423730304193,1,Ball,7.0,0,1796,B007_0.mat,69
0.12744402885437012,0.49542713165283203,0.12672193348407745,3.887409524842902,1,Ball,7.0,0,1796,B007_0.mat,70
0.14274658262729645,0.4080370366573334,0.1420983523130417,2.858471489455519,1,Ball,7.0,0,1796,B007_0.mat,71
0.15156763792037964,0.4080370366573334,0.15101835131645203,2.692111866727647,1,Ball,7.0,0,1796,B007_0.mat,72
0.1365411877632141,0.40706244111061096,0.13590797781944275,2.981242859967845,1,Ball,7.0,0,1796,B007_0.mat,73
0.13332033157348633,0.4492955803871155,0.13262175023555756,3.370045476818089,1,Ball,7.0,0,1796,B007_0.mat,74
0.1379249542951584,0.45238184928894043,0.1372268944978714,3.2799129903704487,1,Ball,7.0,0,1796,B007_0.mat,75
0.13863636553287506,0.47561004757881165,0.13793392479419708,3.430629804457976,1,Ball,7.0,0,1796,B007_0.mat,76
0.13108192384243011,0.47561004757881165,0.130382239818573,3.628341983678307,1,Ball,7.0,0,1796,B007_0.mat,77
0.1328340619802475,0.4224937856197357,0.13214200735092163,3.1806133104817707,1,Ball,7.0,0,1796,B007_0.mat,78
0.14326894283294678,0.4224937856197357,0.14259600639343262,2.9489558397340048,1,Ball,7.0,0,1796,B007_0.mat,79
0.14195619523525238,0.46423959732055664,0.1412993222475052,3.2703017754963803,1,Ball,7.0,0,1796,B007_0.mat,80
0.13283443450927734,0.46423959732055664,0.13215355575084686,3.4948738934717527,1,Ball,7.0,0,1796,B007_0.mat,81
0.14300444722175598,0.4436103403568268,0.14238335192203522,3.1020737394895375,1,Ball,7.0,0,1796,B007_0.mat,82
0.1507001519203186,0.46423959732055664,0.1501493752002716,3.0805516212486586,1,Ball,7.0,0,1796,B007_0.mat,83
0.13551750779151917,0.46423959732055664,0.13487303256988525,3.4256798614887845,1,Ball,7.0,0,1796,B007_0.mat,84
0.1383541077375412,0.3971538841724396,0.13769519329071045,2.870560843237438,1,Ball,7.0,0,1796,B007_0.mat,85
0.14340835809707642,0.3971538841724396,0.14277023077011108,2.7693914737075294,1,Ball,7.0,0,1796,B007_0.mat,86
0.13978920876979828,0.41226035356521606,0.13911613821983337,2.949157214589555,1,Ball,7.0,0,1796,B007_0.mat,87
0.1487192064523697,0.44198599457740784,0.14813818037509918,2.9719496568115615,1,Ball,7.0,0,1796,B007_0.mat,88
0.13654661178588867,0.44198599457740784,0.13591879606246948,3.2368873075405347,1,Ball,7.0,0,1796,B007_0.mat,89
0.1305982917547226,0.4337017834186554,0.12994292378425598,3.3208840452001716,1,Ball,7.0,0,1796,B007_0.mat,90
0.13945256173610687,0.4337017834186554,0.13887915015220642,3.1100309526000047,1,Ball,7.0,0,1796,B007_0.mat,91
0.13181889057159424,0.4163212478160858,0.13121281564235687,3.1582821400698333,1,Ball,7.0,0,1796,B007_0.mat,92
0.1331571638584137,0.4423108696937561,0.13252577185630798,3.3217204157642333,1,Ball,7.0,0,1796,B007_0.mat,93
0.1247943639755249,0.4423108696937561,0.12415284663438797,3.5443176727156014,1,Ball,7.0,0,1796,B007_0.mat,94
0.12521380186080933,0.3940676152706146,0.12454479932785034,3.1471579763121453,1,Ball,7.0,0,1796,B007_0.mat,95
0.14790911972522736,0.6070200800895691,0.1473398357629776,4.104007117459951,1,Ball,7.0,0,1796,B007_0.mat,96
0.14209218323230743,0.6070200800895691,0.1415555477142334,4.272015998917745,1,Ball,7.0,0,1796,B007_0.mat,97
0.1331196278333664,0.39650416374206543,0.13252048194408417,2.9785552303255596,1,Ball,7.0,0,1796,B007_0.mat,98
0.1385563611984253,0.46277767419815063,0.1379929631948471,3.339995870239483,1,Ball,7.0,0,1796,B007_0.mat,99
0.13754494488239288,0.46277767419815063,0.13700681924819946,3.3645560336212017,1,Ball,7.0,0,1796,B007_0.mat,100
0.13355465233325958,0.5297009348869324,0.13300777971744537,3.9661735898586823,1,Ball,7.0,0,1796,B007_0.mat,101
0.13198792934417725,0.5297009348869324,0.13142536580562592,4.013252859704027,1,Ball,7.0,0,1796,B007_0.mat,102
0.1352873593568802,0.4977012276649475,0.13470566272735596,3.6788450157567243,1,Ball,7.0,0,1796,B007_0.mat,103
0.14492271840572357,0.5386348962783813,0.1444038599729538,3.7167043387250494,1,Ball,7.0,0,1796,B007_0.mat,104
0.14305898547172546,0.5386348962783813,0.14254768192768097,3.7651245358848047,1,Ball,7.0,0,1796,B007_0.mat,105
0.132744699716568,0.4479960799217224,0.1321820616722107,3.3748698130943726,1,Ball,7.0,0,1796,B007_0.mat,106
0.14292342960834503,0.4479960799217224,0.14239796996116638,3.134518120292607,1,Ball,7.0,0,1796,B007_0.mat,107
0.15034785866737366,0.44344791769981384,0.14982552826404572,2.9494794380868994,1,Ball,7.0,0,1796,B007_0.mat,108
0.14277900755405426,0.4237932562828064,0.1422511637210846,2.96817622942479,1,Ball,7.0,0,1796,B007_0.mat,109
0.1417737603187561,0.5495180487632751,0.14126047492027283,3.876020834375627,1,Ball,7.0,0,1796,B007_0.mat,110
0.148340106010437,0.5495180487632751,0.14782723784446716,3.7044469195984786,1,Ball,7.0,0,1796,B007_0.mat,111
0.13707265257835388,0.4346764087677002,0.13653330504894257,3.171138812822121,1,Ball,7.0,0,1796,B007_0.mat,112
0.1260695606470108,0.4172958433628082,0.1254854053258896,3.3100444010526706,1,Ball,7.0,0,1796,B007_0.mat,113
0.1356818526983261,0.4294784963130951,0.13512377440929413,3.1653348459796904,1,Ball,7.0,0,1796,B007_0.mat,114
0.14376015961170197,0.4294784963130951,0.1432013213634491,2.987465355305128,1,Ball,7.0,0,1796,B007_0.mat,115
0.14060695469379425,0.4189201891422272,0.14005734026432037,2.9793703309663986,1,Ball,7.0,0,1796,B007_0.mat,116
0.1363391876220703,0.4189201891422272,0.13581915199756622,3.072632281655265,1,Ball,7.0,0,1796,B007_0.mat,117
0.1327940970659256,0.4328896105289459,0.13222792744636536,3.259855822612642,1,Ball,7.0,0,1796,B007_0.mat,118
0.13251249492168427,0.4328896105289459,0.1319621503353119,3.2667833383167864,1,Ball,7.0,0,1796,B007_0.mat,119
0.1403132826089859,0.46440204977989197,0.13978636264801025,3.309751159297237,1,Ball,7.0,0,1796,B007_0.mat,120
0.14115013182163239,0.46440204977989197,0.14063571393489838,3.290128346226019,1,Ball,7.0,0,1796,B007_0.mat,121
0.13249605894088745,0.4106360077857971,0.1319626420736313,3.0992318644662524,1,Ball,7.0,0,1796,B007_0.mat,122
0.13712379336357117,0.42314350605010986,0.13660815358161926,3.085850352230146,1,Ball,7.0,0,1796,B007_0.mat,123
0.1359500288963318,0.42314350605010986,0.13545389473438263,3.112492946748665,1,Ball,7.0,0,1796,B007_0.mat,124
0.1303594708442688,0.3854585587978363,0.12977536022663116,2.956889563155072,1,Ball,7.0,0,1796,B007_0.mat,125
0.13518159091472626,0.46992483735084534,0.1346043199300766,3.476248756735509,1,Ball,7.0,0,1796,B007_0.mat,126
0.14072571694850922,0.46992483735084534,0.1402236521244049,3.3392960969798313,1,Ball,7.0,0,1796,B007_0.mat,127
0.1350066065788269,0.44052407145500183,0.13446660339832306,3.262981587480988,1,Ball,7.0,0,1796,B007_0.mat,128
0.12682771682739258,0.37847384810447693,0.1262475699186325,2.984157229760468,1,Ball,7.0,0,1796,B007_0.mat,129
0.12764550745487213,0.41372227668762207,0.12713295221328735,3.2411816517231498,1,Ball,7.0,0,1796,B007_0.mat,130
0.13308970630168915,0.448483407497406,0.13258878886699677,3.3697828326465693,1,Ball,7.0,0,1796,B007_0.mat,131
0.14232593774795532,0.448483407497406,0.14181803166866302,3.15110101920863,1,Ball,7.0,0,1796,B007_0.mat,132
0.13372333347797394,0.41843289136886597,0.1331757754087448,3.129094081683116,1,Ball,7.0,0,1796,B007_0.mat,133
0.12291726469993591,0.43305206298828125,0.12230169773101807,3.523118286478653,1,Ball,7.0,0,1796,B007_0.mat,134
0.13995544612407684,0.4650517702102661,0.1394168585538864,3.3228558308333116,1,Ball,7.0,0,1796,B007_0.mat,135
0.14193542301654816,0.4650517702102661,0.14140386879444122,3.2765025130903793,1,Ball,7.0,0,1796,B007_0.mat,136
0.13814444839954376,0.4229810833930969,0.13763821125030518,3.061875365195594,1,Ball,7.0,0,1796,B007_0.mat,137
0.14320312440395355,0.5790812373161316,0.14271984994411469,4.043775160118953,1,Ball,7.0,0,1796,B007_0.mat,138
0.13647443056106567,0.5790812373161316,0.13597150146961212,4.24314822150528,1,Ball,7.0,0,1796,B007_0.mat,139
0.129168301820755,0.459853857755661,0.12865523993968964,3.560113830355946,1,Ball,7.0,0,1796,B007_0.mat,140
0.12903867661952972,0.42558005452156067,0.1285024732351303,3.2980813634378987,1,Ball,7.0,0,1796,B007_0.mat,141
0.1312803477048874,0.44052407145500183,0.13073566555976868,3.3555979943417054,1,Ball,7.0,0,1796,B007_0.mat,142
0.1426512748003006,0.4853561818599701,0.14215004444122314,3.4023963861481548,1,Ball,7.0,0,1796,B007_0.mat,143
0.14518217742443085,0.4853561818599701,0.14471042156219482,3.3430837756418423,1,Ball,7.0,0,1796,B007_0.mat,144
0.13035091757774353,0.39374274015426636,0.12982818484306335,3.0206365054502315,1,Ball,7.0,0,1796,B007_0.mat,145
0.1228112056851387,0.39650416374206543,0.12228803336620331,3.2285666566829097,1,Ball,7.0,0,1796,B007_0.mat,146
0.13710585236549377,0.40787461400032043,0.13666443526744843,2.9748884308236327,1,Ball,7.0,0,1796,B007_0.mat,147
0.13935396075248718,0.40787461400032043,0.13886898756027222,2.9268964570355114,1,Ball,7.0,0,1796,B007_0.mat,148
0.1378127783536911,0.4376002252101898,0.13726507127285004,3.1753240188446528,1,Ball,7.0,0,1796,B007_0.mat,149
0.148545041680336,0.5105336308479309,0.1480972319841385,3.4368944602444715,1,Ball,7.0,0,1796,B007_0.mat,150
0.15337076783180237,0.5105336308479309,0.152943417429924,3.3287544821306465,1,Ball,7.0,0,1796,B007_0.mat,151
0.13958939909934998,0.49136626720428467,0.1390513926744461,3.5200829746001308,1,Ball,7.0,0,1796,B007_0.mat,152
0.13324841856956482,0.4707370102405548,0.13270150125026703,3.532777464032699,1,Ball,7.0,0,1796,B007_0.mat,153
0.1499546468257904,0.4707370102405548,0.14952173829078674,3.139195884922678,1,Ball,7.0,0,1796,B007_0.mat,154
0.13884800672531128,0.41128575801849365,0.1383810043334961,2.9621293651853224,1,Ball,7.0,0,1796,B007_0.mat,155
0.12436778098344803,0.41128575801849365,0.12381444126367569,3.3070121117078646,1,Ball,7.0,0,1796,B007_0.mat,156
0.12679950892925262,0.3872453570365906,0.1262565404176712,3.0539972931019226,1,Ball,7.0,0,1796,B007_0.mat,157
0.143783837556839,0.5160564184188843,0.14333179593086243,3.5891128459753534,1,Ball,7.0,0,1796,B007_0.mat,158
0.14843937754631042,0.5160564184188843,0.147979736328125,3.476546634385367,1,Ball,7.0,0,1796,B007_0.mat,159
0.13643695414066315,0.45481836795806885,0.13594725728034973,3.333542373638467,1,Ball,7.0,0,1796,B007_0.mat,160
0.13189148902893066,0.46618881821632385,0.13141998648643494,3.5346391313700645,1,Ball,7.0,0,1796,B007_0.mat,161
0.13868485391139984,0.46618881821632385,0.13820049166679382,3.361497705540023,1,Ball,7.0,0,1796,B007_0.mat,162
0.143215611577034,0.45579296350479126,0.14277486503124237,3.1825647950372056,1,Ball,7.0,0,1796,B007_0.mat,163
0.13101331889629364,0.41372227668762207,0.13053978979587555,3.157864255122891,1,Ball,7.0,0,1796,B007_0.mat,164
0.1354316771030426,0.45238184928894043,0.13494107127189636,3.3402957045621435,1,Ball,7.0,0,1796,B007_0.mat,165
0.15158580243587494,0.45238184928894043,0.15116706490516663,2.98432862457756,1,Ball,7.0,0,1796,B007_0.mat,166
0.14397169649600983,0.419894814491272,0.14355458319187164,2.916509457835758,1,Ball,7.0,0,1796,B007_0.mat,167
0.14127542078495026,0.4224937856197357,0.1408042460680008,2.9905682338250235,1,Ball,7.0,0,1796,B007_0.mat,168
0.14134277403354645,0.4224937856197357,0.1409008651971817,2.989143155768689,1,Ball,7.0,0,1796,B007_0.mat,169
0.14418229460716248,0.5391222238540649,0.14379501342773438,3.7391707860035903,1,Ball,7.0,0,1796,B007_0.mat,170
0.14363348484039307,0.5391222238540649,0.1432243138551712,3.753457798877071,1,Ball,7.0,0,1796,B007_0.mat,171
0.1269971877336502,0.38903212547302246,0.12652605772018433,3.063312915943739,1,Ball,7.0,0,1796,B007_0.mat,172
0.1323254257440567,0.37246376276016235,0.13185840845108032,2.8147558238775687,1,Ball,7.0,0,1796,B007_0.mat,173
0.14221413433551788,0.44166111946105957,0.1417783498764038,3.1056063556880575,1,Ball,7.0,0,1796,B007_0.mat,174
0.14371514320373535,0.46959996223449707,0.143301859498024,3.2675746742204934,1,Ball,7.0,0,1796,B007_0.mat,175
0.13992701470851898,0.46959996223449707,0.13945715129375458,3.3560350244927157,1,Ball,7.0,0,1796,B007_0.mat,176
0.13558325171470642,0.43581345677375793,0.1351013481616974,3.2143605590076447,1,Ball,7.0,0,1796,B007_0.mat,177
0.1429201364517212,0.47187405824661255,0.14249809086322784,3.3016625225936087,1,Ball,7.0,0,1796,B007_0.mat,178
0.13517308235168457,0.47187405824661255,0.1347464770078659,3.490887756919837,1,Ball,7.0,0,1796,B007_0.mat,179
0.13745808601379395,0.5236908793449402,0.1370704025030136,3.8098222849719274,1,Ball,7.0,0,1796,B007_0.mat,180
0.1521034985780716,0.5236908793449402,0.15170137584209442,3.4429903601207466,1,Ball,7.0,0,1796,B007_0.mat,181
0.1480434238910675,0.5313252806663513,0.14759397506713867,3.5889826559085,1,Ball,7.0,0,1796,B007_0.mat,182
0.1343638151884079,0.5313252806663513,0.13389883935451508,3.954377746131392,1,Ball,7.0,0,1796,B007_0.mat,183
0.13330145180225372,0.3787987232208252,0.13281914591789246,2.841669900060465,1,Ball,7.0,0,1796,B007_0.mat,184
0.14152875542640686,0.40316399931907654,0.14105813205242157,2.8486366470502644,1,Ball,7.0,0,1796,B007_0.mat,185
0.14689122140407562,0.4460468590259552,0.1464708298444748,3.0365794140886573,1,Ball,7.0,0,1796,B007_0.mat,186
0.1407158523797989,0.4460468590259552,0.14028345048427582,3.169840863572735,1,Ball,7.0,0,1796,B007_0.mat,187
0.1271498203277588,0.4181080162525177,0.12667952477931976,3.28830992583981,1,Ball,7.0,0,1796,B007_0.mat,188
0.13055017590522766,0.4181080162525177,0.13009336590766907,3.202661454520302,1,Ball,7.0,0,1796,B007_0.mat,189
0.14071495831012726,0.4720364809036255,0.14026349782943726,3.35455794161759,1,Ball,7.0,0,1796,B007_0.mat,190
0.13738808035850525,0.4720364809036255,0.13694418966770172,3.4357891868921744,1,Ball,7.0,0,1796,B007_0.mat,191
0.13632982969284058,0.4086867868900299,0.1358562409877777,2.9977796334875952,1,Ball,7.0,0,1796,B007_0.mat,192
0.1435072273015976,0.4185953438282013,0.14307262003421783,2.9168938157272954,1,Ball,7.0,0,1796,B007_0.mat,193
0.14511476457118988,0.5576397776603699,0.1447126865386963,3.842750110977198,1,Ball,7.0,0,1796,B007_0.mat,194
0.1462051272392273,0.5659239888191223,0.1457577645778656,3.87075336895082,1,Ball,7.0,0,1796,B007_0.mat,195
0.140066459774971,0.5659239888191223,0.1396084427833557,4.040396178559297,1,Ball,7.0,0,1796,B007_0.mat,196
0.13048379123210907,0.4437727630138397,0.1300572156906128,3.400979990108054,1,Ball,7.0,0,1796,B007_0.mat,197
0.14315880835056305,0.44052407145500183,0.1427200585603714,3.0771705669431078,1,Ball,7.0,0,1796,B007_0.mat,198
0.14676672220230103,0.44052407145500183,0.14631719887256622,3.00152558321627,1,Ball,7.0,0,1796,B007_0.mat,199
0.13352437317371368,0.4252551794052124,0.13306373357772827,3.1848505954187125,1,Ball,7.0,0,1796,B007_0.mat,200
0.14157724380493164,0.4942901134490967,0.14112916588783264,3.4913104688641976,1,Ball,7.0,0,1796,B007_0.mat,201
0.1488976925611496,0.4942901134490967,0.1484535038471222,3.319662682120481,1,Ball,7.0,0,1796,B007_0.mat,202
0.14891529083251953,0.4863307774066925,0.1484673023223877,3.2658216270997573,1,Ball,7.0,0,1796,B007_0.mat,203
0.15057507157325745,0.5582895278930664,0.15016984939575195,3.707715507353743,1,Ball,7.0,0,1796,B007_0.mat,204
0.15701456367969513,0.5582895278930664,0.15660403668880463,3.555654423445457,1,Ball,7.0,0,1796,B007_0.mat,205
0.15087386965751648,0.5004626512527466,0.15040911734104156,3.3170929624115577,1,Ball,7.0,0,1796,B007_0.mat,206
0.14746104180812836,0.4043010473251343,0.14700669050216675,2.7417482093419494,1,Ball,7.0,0,1796,B007_0.mat,207
0.14700041711330414,0.41404715180397034,0.14657358825206757,2.816639298954053,1,Ball,7.0,0,1796,B007_0.mat,208
0.148893341422081,0.5313252806663513,0.14845414459705353,3.5684959152079005,1,Ball,7.0,0,1796,B007_0.mat,209
0.14521504938602448,0.5313252806663513,0.14477568864822388,3.6588857898187386,1,Ball,7.0,0,1796,B007_0.mat,210
0.1424579620361328,0.4116106331348419,0.14202196896076202,2.889348038198396,1,Ball,7.0,0,1796,B007_0.mat,211
0.14644163846969604,0.4116106331348419,0.14596650004386902,2.810748619287121,1,Ball,7.0,0,1796,B007_0.mat,212
0.15142276883125305,0.490066796541214,0.15099486708641052,3.2364141821191303,1,Ball,7.0,0,1796,B007_0.mat,213
0.14689292013645172,0.490066796541214,0.14646899700164795,3.336217947645001,1,Ball,7.0,0,1796,B007_0.mat,214
0.12883099913597107,0.3599562346935272,0.1282808929681778,2.7940188084206463,1,Ball,7.0,0,1796,B007_0.mat,215
0.1339675635099411,0.46294012665748596,0.13351529836654663,3.4556135420282788,1,Ball,7.0,0,1796,B007_0.mat,216
0.1392192393541336,0.5191426873207092,0.13879376649856567,3.728957935189977,1,Ball,7.0,0,1796,B007_0.mat,217
0.13762226700782776,0.5191426873207092,0.13712875545024872,3.7722288595288225,1,Ball,7.0,0,1796,B007_0.mat,218
0.1375115066766739,0.39228084683418274,0.13706159591674805,2.8527128842863987,1,Ball,7.0,0,1796,B007_0.mat,219
0.13509702682495117,0.4838942587375641,0.13466228544712067,3.5818275953960024,1,Ball,7.0,0,1796,B007_0.mat,220
0.1473831683397293,0.4838942587375641,0.14700429141521454,3.2832396276225473,1,Ball,7.0,0,1796,B007_0.mat,221
0.13844166696071625,0.44490981101989746,0.1380453258752823,3.2136987424901755,1,Ball,7.0,0,1796,B007_0.mat,222
0.13108690083026886,0.43305206298828125,0.13061383366584778,3.3035494793564193,1,Ball,7.0,0,1796,B007_0.mat,223
0.14511972665786743,0.4530315697193146,0.14467506110668182,3.121777997745107,1,Ball,7.0,0,1796,B007_0.mat,224
0.14014975726604462,0.4530315697193146,0.13973283767700195,3.2324820146447357,1,Ball,7.0,0,1796,B007_0.mat,225
0.12932226061820984,0.4507574737071991,0.12890106439590454,3.48553660872,1,Ball,7.0,0,1796,B007_0.mat,226
0.13492149114608765,0.41648367047309875,0.13452020287513733,3.086859379742155,1,Ball,7.0,0,1796,B007_0.mat,227
0.14951811730861664,0.49315306544303894,0.14915482699871063,3.2982830062335116,1,Ball,7.0,0,1796,B007_0.mat,228
0.1532292664051056,0.49315306544303894,0.15288054943084717,3.2183999637461365,1,Ball,7.0,0,1796,B007_0.mat,229
